id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,noncomm_positions_long_old,noncomm_positions_short_old,noncomm_positions_spread,comm_positions_long_old,comm_positions_short_old,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,noncomm_positions_long_other,noncomm_positions_short_other,noncomm_positions_spread_1,comm_positions_long_other,comm_positions_short_other,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_noncomm_long_all,change_in_noncomm_short_all,change_in_noncomm_spead_all,change_in_comm_long_all,change_in_comm_short_all,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_noncomm_long_all,pct_of_oi_noncomm_short_all,pct_of_oi_noncomm_spread,pct_of_oi_comm_long_all,pct_of_oi_comm_short_all,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_noncomm_long_old,pct_of_oi_noncomm_short_old,pct_of_oi_noncomm_spread_1,pct_of_oi_comm_long_old,pct_of_oi_comm_short_old,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_noncomm_long_other,pct_of_oi_noncomm_short_other,pct_of_oi_noncomm_spread_2,pct_of_oi_comm_long_other,pct_of_oi_comm_short_other,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_noncomm_long_all,traders_noncomm_short_all,traders_noncomm_spread_all,traders_comm_long_all,traders_comm_short_all,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_noncomm_long_old,traders_noncomm_short_old,traders_noncomm_spead_old,traders_comm_long_old,traders_comm_short_old,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_noncomm_long_other,traders_noncomm_short_other,traders_noncomm_spread_other,traders_comm_long_other,traders_comm_short_other,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined
240514088691C,GOLD - COMMODITY EXCHANGE INC.,2024-05-14T00:00:00.000,2024 Report Week 20,GOLD,088691,CMX ,NYC,088 ,GOLD,875249,296004,63254,298587,220109,480513,814700,842354,60549,32895,875249,296004,63254,298587,220109,480513,814700,842354,60549,32895,0,0,0,0,0,0,0,0,0,0,13875,12840,6210,-11794,14159,20910,15204,15327,-1329,-1451,100.0,33.8,7.2,34.1,25.1,54.9,93.1,96.2,6.9,3.8,100.0,33.8,7.2,34.1,25.1,54.9,93.1,96.2,6.9,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,215,79,150,55,62,324,242,369,215,79,150,55,62,324,242,0,0,0,0,0,0,0,0,18.1,29.3,27.8,44.9,8.6,20.4,13.9,29.6,18.1,29.3,27.8,44.9,8.6,20.4,13.9,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240514088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-05-14T00:00:00.000,2024 Report Week 20,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,40647,16700,12611,7547,0,0,24247,20158,16400,20489,40647,16700,12611,7547,0,0,24247,20158,16400,20489,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100.0,41.1,31.0,18.6,0.0,0.0,59.7,49.6,40.3,50.4,100.0,41.1,31.0,18.6,0.0,0.0,59.7,49.6,40.3,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,12,9,9,0,0,17,13,21,12,9,9,0,0,17,13,0,0,0,0,0,0,0,0,35.6,39.9,53.1,47.1,23.3,27.1,37.9,30.4,35.6,39.9,53.1,47.1,23.3,27.1,37.9,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240507088691C,GOLD - COMMODITY EXCHANGE INC.,2024-05-07T00:00:00.000,2024 Report Week 19,GOLD,088691,CMX ,NYC,088 ,GOLD,861373,283164,57044,310381,205951,459603,799496,827028,61878,34346,861373,283164,57044,310381,205951,459603,799496,827028,61878,34346,0,0,0,0,0,0,0,0,0,0,20360,-3845,566,19174,1320,1125,16648,20865,3712,-505,100.0,32.9,6.6,36.0,23.9,53.4,92.8,96.0,7.2,4.0,100.0,32.9,6.6,36.0,23.9,53.4,92.8,96.0,7.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,196,82,140,51,64,301,236,351,196,82,140,51,64,301,236,0,0,0,0,0,0,0,0,17.8,29.0,28.7,44.1,8.6,20.2,13.6,29.0,17.8,29.0,28.7,44.1,8.6,20.2,13.6,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240430088691C,GOLD - COMMODITY EXCHANGE INC.,2024-04-30T00:00:00.000,2024 Report Week 18,GOLD,088691,CMX ,NYC,088 ,GOLD,841013,287009,56478,291207,204631,458477,782847,806162,58166,34851,841013,287009,56478,291207,204631,458477,782847,806162,58166,34851,0,0,0,0,0,0,0,0,0,0,-57028,-6041,-7672,-29218,-22590,-21350,-57849,-58241,822,1213,100.0,34.1,6.7,34.6,24.3,54.5,93.1,95.9,6.9,4.1,100.0,34.1,6.7,34.6,24.3,54.5,93.1,95.9,6.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,199,79,145,49,62,302,235,350,199,79,145,49,62,302,235,0,0,0,0,0,0,0,0,17.5,29.0,27.8,44.1,8.9,20.1,13.9,29.3,17.5,29.0,27.8,44.1,8.9,20.1,13.9,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240430088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-04-30T00:00:00.000,2024 Report Week 18,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,37605,13836,13754,4194,0,0,18030,17948,19575,19657,37605,13836,13754,4194,0,0,18030,17948,19575,19657,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100.0,36.8,36.6,11.2,0.0,0.0,47.9,47.7,52.1,52.3,100.0,36.8,36.6,11.2,0.0,0.0,47.9,47.7,52.1,52.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,13,8,6,0,0,15,12,21,13,8,6,0,0,15,12,0,0,0,0,0,0,0,0,29.5,38.3,41.8,46.5,22.0,31.7,32.5,36.6,29.5,38.3,41.8,46.5,22.0,31.7,32.5,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240423088691C,GOLD - COMMODITY EXCHANGE INC.,2024-04-23T00:00:00.000,2024 Report Week 17,GOLD,088691,CMX ,NYC,088 ,GOLD,898041,293050,64150,320425,227221,479827,840697,864403,57344,33638,898041,293050,64150,320425,227221,479827,840697,864403,57344,33638,0,0,0,0,0,0,0,0,0,0,-26145,-4672,-1987,-7722,-10480,-10518,-22874,-20227,-3271,-5918,100.0,32.6,7.1,35.7,25.3,53.4,93.6,96.3,6.4,3.7,100.0,32.6,7.1,35.7,25.3,53.4,93.6,96.3,6.4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,195,86,148,55,67,305,251,361,195,86,148,55,67,305,251,0,0,0,0,0,0,0,0,18.7,29.1,28.7,44.6,8.1,18.9,12.9,27.7,18.7,29.1,28.7,44.6,8.1,18.9,12.9,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240416088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-04-16T00:00:00.000,2024 Report Week 16,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,39844,18946,9275,5231,0,0,24177,14506,15667,25338,39844,18946,9275,5231,0,0,24177,14506,15667,25338,0,0,0,0,0,0,0,0,0,0,-319,-2010,-202,888,0,0,-1122,686,803,-1005,100.0,47.6,23.3,13.1,0.0,0.0,60.7,36.4,39.3,63.6,100.0,47.6,23.3,13.1,0.0,0.0,60.7,36.4,39.3,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,15,9,5,0,0,17,12,24,15,9,5,0,0,17,12,0,0,0,0,0,0,0,0,40.8,28.8,54.4,34.4,31.0,20.4,41.7,22.8,40.8,28.8,54.4,34.4,31.0,20.4,41.7,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240416088691C,GOLD - COMMODITY EXCHANGE INC.,2024-04-16T00:00:00.000,2024 Report Week 16,GOLD,088691,CMX ,NYC,088 ,GOLD,924186,297722,66138,328147,237701,490345,863571,884630,60615,39556,924186,297722,66138,328147,237701,490345,863571,884630,60615,39556,0,0,0,0,0,0,0,0,0,0,58353,-9805,-6886,48663,18929,16470,57787,58247,566,106,100.0,32.2,7.2,35.5,25.7,53.1,93.4,95.7,6.6,4.3,100.0,32.2,7.2,35.5,25.7,53.1,93.4,95.7,6.6,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,197,93,143,61,68,314,250,371,197,93,143,61,68,314,250,0,0,0,0,0,0,0,0,18.9,28.9,28.7,44.7,7.8,18.4,12.8,27.2,18.9,28.9,28.7,44.7,7.8,18.4,12.8,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240409088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-04-09T00:00:00.000,2024 Report Week 15,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,40163,20956,9477,4343,0,0,25299,13820,14864,26343,40163,20956,9477,4343,0,0,25299,13820,14864,26343,0,0,0,0,0,0,0,0,0,0,4002,903,379,1935,0,0,2838,2314,1164,1688,100.0,52.2,23.6,10.8,0.0,0.0,63.0,34.4,37.0,65.6,100.0,52.2,23.6,10.8,0.0,0.0,63.0,34.4,37.0,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,15,9,7,0,0,17,14,24,15,9,7,0,0,17,14,0,0,0,0,0,0,0,0,37.8,23.0,54.0,31.1,31.5,20.7,44.1,23.1,37.8,23.0,54.0,31.1,31.5,20.7,44.1,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240409088691C,GOLD - COMMODITY EXCHANGE INC.,2024-04-09T00:00:00.000,2024 Report Week 15,GOLD,088691,CMX ,NYC,088 ,GOLD,865833,307527,73023,279484,218772,473875,805784,826383,60049,39450,865833,307527,73023,279484,218772,473875,805784,826383,60049,39450,0,0,0,0,0,0,0,0,0,0,67977,1357,3427,43913,19048,21136,64318,68477,3659,-499,100.0,35.5,8.4,32.3,25.3,54.7,93.1,95.4,6.9,4.6,100.0,35.5,8.4,32.3,25.3,54.7,93.1,95.4,6.9,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367,196,91,145,57,69,307,254,367,196,91,145,57,69,307,254,0,0,0,0,0,0,0,0,18.2,28.9,27.8,44.5,8.4,19.3,14.7,29.1,18.2,28.9,27.8,44.5,8.4,19.3,14.7,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240402088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-04-02T00:00:00.000,2024 Report Week 14,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,36160,20053,9098,2408,0,0,22461,11506,13699,24655,36160,20053,9098,2408,0,0,22461,11506,13699,24655,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100.0,55.5,25.2,6.7,0.0,0.0,62.1,31.8,37.9,68.2,100.0,55.5,25.2,6.7,0.0,0.0,62.1,31.8,37.9,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,16,10,6,0,0,18,14,26,16,10,6,0,0,18,14,0,0,0,0,0,0,0,0,30.0,25.6,47.8,29.0,29.6,21.4,44.3,24.1,30.0,25.6,47.8,29.0,29.6,21.4,44.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240402088691C,GOLD - COMMODITY EXCHANGE INC.,2024-04-02T00:00:00.000,2024 Report Week 14,GOLD,088691,CMX ,NYC,088 ,GOLD,797856,306170,69596,235571,199724,452739,741466,757906,56390,39950,797856,306170,69596,235571,199724,452739,741466,757906,56390,39950,0,0,0,0,0,0,0,0,0,0,74465,25789,7581,44410,2031,18436,72230,70427,2235,4038,100.0,38.4,8.7,29.5,25.0,56.7,92.9,95.0,7.1,5.0,100.0,38.4,8.7,29.5,25.0,56.7,92.9,95.0,7.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373,202,92,143,56,69,318,247,373,202,92,143,56,69,318,247,0,0,0,0,0,0,0,0,16.6,29.0,25.8,44.8,8.4,20.7,14.6,30.9,16.6,29.0,25.8,44.8,8.4,20.7,14.6,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240326088691C,GOLD - COMMODITY EXCHANGE INC.,2024-03-26T00:00:00.000,2024 Report Week 13,GOLD,088691,CMX ,NYC,088 ,GOLD,723391,280381,62015,191161,197693,434303,669235,687479,54155,35911,723391,280381,62015,191161,197693,434303,669235,687479,54155,35911,0,0,0,0,0,0,0,0,0,0,-65728,-6618,-6697,-49159,-7749,-3859,-63526,-59715,-2202,-6013,100.0,38.8,8.6,26.4,27.3,60.0,92.5,95.0,7.5,5.0,100.0,38.8,8.6,26.4,27.3,60.0,92.5,95.0,7.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,202,77,134,62,67,312,232,361,202,77,134,62,67,312,232,0,0,0,0,0,0,0,0,15.0,30.4,23.7,45.5,8.8,22.9,14.8,33.1,15.0,30.4,23.7,45.5,8.8,22.9,14.8,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240319088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-03-19T00:00:00.000,2024 Report Week 12,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,39193,13100,8647,12043,0,0,25143,20690,14050,18503,39193,13100,8647,12043,0,0,25143,20690,14050,18503,0,0,0,0,0,0,0,0,0,0,1271,1023,1182,-80,0,0,943,1102,328,169,100.0,33.4,22.1,30.7,0.0,0.0,64.2,52.8,35.8,47.2,100.0,33.4,22.1,30.7,0.0,0.0,64.2,52.8,35.8,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,13,10,7,0,0,16,14,23,13,10,7,0,0,16,14,0,0,0,0,0,0,0,0,31.4,37.2,47.6,47.9,19.0,18.1,29.3,21.3,31.4,37.2,47.6,47.9,19.0,18.1,29.3,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240319088691C,GOLD - COMMODITY EXCHANGE INC.,2024-03-19T00:00:00.000,2024 Report Week 12,GOLD,088691,CMX ,NYC,088 ,GOLD,789118,286999,68712,240321,205442,438162,732761,747195,56357,41924,789118,286999,68712,240321,205442,438162,732761,747195,56357,41924,0,0,0,0,0,0,0,0,0,0,12982,-7596,-3343,8257,11120,6852,11782,11767,1199,1215,100.0,36.4,8.7,30.5,26.0,55.5,92.9,94.7,7.1,5.3,100.0,36.4,8.7,30.5,26.0,55.5,92.9,94.7,7.1,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,203,87,142,60,69,313,251,371,203,87,142,60,69,313,251,0,0,0,0,0,0,0,0,14.6,27.5,22.6,41.8,7.9,20.4,13.1,29.4,14.6,27.5,22.6,41.8,7.9,20.4,13.1,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240312088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-03-12T00:00:00.000,2024 Report Week 11,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,37922,12077,7465,12123,0,0,24200,19588,13722,18334,37922,12077,7465,12123,0,0,24200,19588,13722,18334,0,0,0,0,0,0,0,0,0,0,7888,1487,1252,6400,0,0,7887,7652,1,236,100.0,31.8,19.7,32.0,0.0,0.0,63.8,51.7,36.2,48.3,100.0,31.8,19.7,32.0,0.0,0.0,63.8,51.7,36.2,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,14,13,7,0,0,17,17,27,14,13,7,0,0,17,17,0,0,0,0,0,0,0,0,33.3,33.3,49.7,44.3,19.8,13.8,28.3,17.2,33.3,33.3,49.7,44.3,19.8,13.8,28.3,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240312088691C,GOLD - COMMODITY EXCHANGE INC.,2024-03-12T00:00:00.000,2024 Report Week 11,GOLD,088691,CMX ,NYC,088 ,GOLD,776137,294594,72055,232063,194321,431310,720979,735428,55158,40709,776137,294594,72055,232063,194321,431310,720979,735428,55158,40709,0,0,0,0,0,0,0,0,0,0,70068,12785,-1503,22313,31519,46883,66617,67692,3451,2376,100.0,38.0,9.3,29.9,25.0,55.6,92.9,94.8,7.1,5.2,100.0,38.0,9.3,29.9,25.0,55.6,92.9,94.8,7.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375,209,89,149,56,68,320,254,375,209,89,149,56,68,320,254,0,0,0,0,0,0,0,0,14.7,27.1,22.5,42.0,7.9,20.1,13.1,29.3,14.7,27.1,22.5,42.0,7.9,20.1,13.1,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240305088691C,GOLD - COMMODITY EXCHANGE INC.,2024-03-05T00:00:00.000,2024 Report Week 10,GOLD,088691,CMX ,NYC,088 ,GOLD,706068,281810,73558,209750,162802,384427,654362,667736,51707,38333,706068,281810,73558,209750,162802,384427,654362,667736,51707,38333,0,0,0,0,0,0,0,0,0,0,154151,62527,-1837,68771,14749,75977,146047,142911,8104,11240,100.0,39.9,10.4,29.7,23.1,54.4,92.7,94.6,7.3,5.4,100.0,39.9,10.4,29.7,23.1,54.4,92.7,94.6,7.3,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,208,89,149,60,66,327,247,374,208,89,149,60,66,327,247,0,0,0,0,0,0,0,0,12.5,25.2,20.4,40.0,8.5,19.9,14.2,30.3,12.5,25.2,20.4,40.0,8.5,19.9,14.2,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240305088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-03-05T00:00:00.000,2024 Report Week 10,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,30034,10590,6213,5723,0,0,16313,11936,13721,18098,30034,10590,6213,5723,0,0,16313,11936,13721,18098,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100.0,35.3,20.7,19.1,0.0,0.0,54.3,39.7,45.7,60.3,100.0,35.3,20.7,19.1,0.0,0.0,54.3,39.7,45.7,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,10,11,6,0,0,13,14,21,10,11,6,0,0,13,14,0,0,0,0,0,0,0,0,33.0,25.4,47.5,34.0,24.4,14.9,34.4,19.2,33.0,25.4,47.5,34.0,24.4,14.9,34.4,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240227088691C,GOLD - COMMODITY EXCHANGE INC.,2024-02-27T00:00:00.000,2024 Report Week 09,GOLD,088691,CMX ,NYC,088 ,GOLD,551918,219282,75395,140979,148053,308450,508315,524824,43602,27093,551918,219282,75395,140979,148053,308450,508315,524824,43602,27093,0,0,0,0,0,0,0,0,0,0,-15343,5618,4278,-16182,-1699,-2370,-12262,-14274,-3081,-1068,100.0,39.7,13.7,25.5,26.8,55.9,92.1,95.1,7.9,4.9,100.0,39.7,13.7,25.5,26.8,55.9,92.1,95.1,7.9,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,188,84,148,57,61,303,238,345,188,84,148,57,61,303,238,0,0,0,0,0,0,0,0,12.5,26.3,21.3,41.1,10.4,21.1,17.7,33.1,12.5,26.3,21.3,41.1,10.4,21.1,17.7,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240220088691C,GOLD - COMMODITY EXCHANGE INC.,2024-02-20T00:00:00.000,2024 Report Week 08,GOLD,088691,CMX ,NYC,088 ,GOLD,567260,213664,71117,157161,149752,310821,520577,539098,46683,28162,567260,213664,71117,157161,149752,310821,520577,539098,46683,28162,0,0,0,0,0,0,0,0,0,0,-8924,-2587,-15883,214,-2711,5925,-5085,-9745,-3839,821,100.0,37.7,12.5,27.7,26.4,54.8,91.8,95.0,8.2,5.0,100.0,37.7,12.5,27.7,26.4,54.8,91.8,95.0,8.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,184,80,141,55,60,292,230,334,184,80,141,55,60,292,230,0,0,0,0,0,0,0,0,13.5,27.0,22.1,41.9,10.1,21.6,17.0,33.7,13.5,27.0,22.1,41.9,10.1,21.6,17.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240213088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-02-13T00:00:00.000,2024 Report Week 07,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,30728,10934,12905,4328,0,0,15262,17233,15466,13495,30728,10934,12905,4328,0,0,15262,17233,15466,13495,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100.0,35.6,42.0,14.1,0.0,0.0,49.7,56.1,50.3,43.9,100.0,35.6,42.0,14.1,0.0,0.0,49.7,56.1,50.3,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,9,11,7,0,0,13,14,20,9,11,7,0,0,13,14,0,0,0,0,0,0,0,0,31.1,37.5,45.3,50.4,25.9,33.4,34.5,40.6,31.1,37.5,45.3,50.4,25.9,33.4,34.5,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240213088691C,GOLD - COMMODITY EXCHANGE INC.,2024-02-13T00:00:00.000,2024 Report Week 07,GOLD,088691,CMX ,NYC,088 ,GOLD,576184,216251,87000,156947,152463,304896,525662,548843,50522,27341,576184,216251,87000,156947,152463,304896,525662,548843,50522,27341,0,0,0,0,0,0,0,0,0,0,507,-17018,18162,7936,6198,-24528,-2884,1570,3391,-1063,100.0,37.5,15.1,27.2,26.5,52.9,91.2,95.3,8.8,4.7,100.0,37.5,15.1,27.2,26.5,52.9,91.2,95.3,8.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,167,92,139,59,61,291,231,335,167,92,139,59,61,291,231,0,0,0,0,0,0,0,0,12.8,26.9,21.3,40.9,10.1,21.3,17.1,33.1,12.8,26.9,21.3,40.9,10.1,21.3,17.1,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
240206088691C,GOLD - COMMODITY EXCHANGE INC.,2024-02-06T00:00:00.000,2024 Report Week 06,GOLD,088691,CMX ,NYC,088 ,GOLD,575677,233270,68838,149011,146265,329424,528546,547273,47131,28404,575677,233270,68838,149011,146265,329424,528546,547273,47131,28404,0,0,0,0,0,0,0,0,0,0,-4731,6982,-6001,3416,-11799,-3036,-1401,-5620,-3330,889,100.0,40.5,12.0,25.9,25.4,57.2,91.8,95.1,8.2,4.9,100.0,40.5,12.0,25.9,25.4,57.2,91.8,95.1,8.2,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,187,69,133,56,63,289,222,330,187,69,133,56,63,289,222,0,0,0,0,0,0,0,0,12.8,28.8,21.7,43.8,10.0,23.5,17.2,36.3,12.8,28.8,21.7,43.8,10.0,23.5,17.2,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined
