id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,noncomm_positions_long_old,noncomm_positions_short_old,noncomm_positions_spread,comm_positions_long_old,comm_positions_short_old,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,noncomm_positions_long_other,noncomm_positions_short_other,noncomm_positions_spread_1,comm_positions_long_other,comm_positions_short_other,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_noncomm_long_all,change_in_noncomm_short_all,change_in_noncomm_spead_all,change_in_comm_long_all,change_in_comm_short_all,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_noncomm_long_all,pct_of_oi_noncomm_short_all,pct_of_oi_noncomm_spread,pct_of_oi_comm_long_all,pct_of_oi_comm_short_all,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_noncomm_long_old,pct_of_oi_noncomm_short_old,pct_of_oi_noncomm_spread_1,pct_of_oi_comm_long_old,pct_of_oi_comm_short_old,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_noncomm_long_other,pct_of_oi_noncomm_short_other,pct_of_oi_noncomm_spread_2,pct_of_oi_comm_long_other,pct_of_oi_comm_short_other,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_noncomm_long_all,traders_noncomm_short_all,traders_noncomm_spread_all,traders_comm_long_all,traders_comm_short_all,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_noncomm_long_old,traders_noncomm_short_old,traders_noncomm_spead_old,traders_comm_long_old,traders_comm_short_old,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_noncomm_long_other,traders_noncomm_short_other,traders_noncomm_spread_other,traders_comm_long_other,traders_comm_short_other,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined
240604088691F,GOLD - COMMODITY EXCHANGE INC.,2024-06-04T00:00:00.000,2024 Report Week 23,GOLD,088691,CMX ,NYC,088 ,GOLD,447488,284566,47264,29697,83418,349349,397681,426310,49807,21178,447488,284566,47264,29697,83418,349349,397681,426310,49807,21178,0,0,0,0,0,0,0,0,0,0,-37942,-2171,-2888,-8287,-25763,-20782,-36221,-31957,-1721,-5985,100.0,63.6,10.6,6.6,18.6,78.1,88.9,95.3,11.1,4.7,100.0,63.6,10.6,6.6,18.6,78.1,88.9,95.3,11.1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,183,63,78,40,51,255,163,311,183,63,78,40,51,255,163,0,0,0,0,0,0,0,0,17.1,42.5,26.3,58.7,17.0,40.4,25.8,56.2,17.1,42.5,26.3,58.7,17.0,40.4,25.8,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240528088691F,GOLD - COMMODITY EXCHANGE INC.,2024-05-28T00:00:00.000,2024 Report Week 22,GOLD,088691,CMX ,NYC,088 ,GOLD,485430,286737,50152,37984,109181,370131,433902,458267,51528,27163,485430,286737,50152,37984,109181,370131,433902,458267,51528,27163,0,0,0,0,0,0,0,0,0,0,-45161,-13992,-20771,-18100,-9333,-7046,-41425,-45917,-3736,756,100.0,59.1,10.3,7.8,22.5,76.2,89.4,94.4,10.6,5.6,100.0,59.1,10.3,7.8,22.5,76.2,89.4,94.4,10.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,187,63,81,39,56,261,167,316,187,63,81,39,56,261,167,0,0,0,0,0,0,0,0,16.0,37.5,25.5,53.6,15.5,35.0,24.3,50.6,16.0,37.5,25.5,53.6,15.5,35.0,24.3,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240528088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-05-28T00:00:00.000,2024 Report Week 22,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,40454,15189,13941,8013,0,0,23202,21954,17252,18500,40454,15189,13941,8013,0,0,23202,21954,17252,18500,0,0,0,0,0,0,0,0,0,0,-952,-2048,988,523,0,0,-1525,1511,573,-2463,100.0,37.5,34.5,19.8,0.0,0.0,57.4,54.3,42.6,45.7,100.0,37.5,34.5,19.8,0.0,0.0,57.4,54.3,42.6,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,12,8,9,0,0,17,12,20,12,8,9,0,0,17,12,0,0,0,0,0,0,0,0,28.9,45.0,48.6,51.6,22.8,31.4,34.5,34.5,28.9,45.0,48.6,51.6,22.8,31.4,34.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240521088691F,GOLD - COMMODITY EXCHANGE INC.,2024-05-21T00:00:00.000,2024 Report Week 21,GOLD,088691,CMX ,NYC,088 ,GOLD,530591,300729,70923,56084,118514,377177,475327,504184,55264,26407,530591,300729,70923,56084,118514,377177,475327,504184,55264,26407,0,0,0,0,0,0,0,0,0,0,7639,23087,-2223,-3010,-15069,11484,5008,6251,2631,1388,100.0,56.7,13.4,10.6,22.3,71.1,89.6,95.0,10.4,5.0,100.0,56.7,13.4,10.6,22.3,71.1,89.6,95.0,10.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,193,64,89,44,61,283,174,333,193,64,89,44,61,283,174,0,0,0,0,0,0,0,0,14.9,34.9,23.7,49.7,14.4,32.7,22.2,47.4,14.9,34.9,23.7,49.7,14.4,32.7,22.2,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240521088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-05-21T00:00:00.000,2024 Report Week 21,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,41406,17237,12953,7490,0,0,24727,20443,16679,20963,41406,17237,12953,7490,0,0,24727,20443,16679,20963,0,0,0,0,0,0,0,0,0,0,808,537,342,-57,0,0,480,285,328,523,100.0,41.6,31.3,18.1,0.0,0.0,59.7,49.4,40.3,50.6,100.0,41.6,31.3,18.1,0.0,0.0,59.7,49.4,40.3,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,14,8,9,0,0,19,12,22,14,8,9,0,0,19,12,0,0,0,0,0,0,0,0,32.9,39.6,50.1,47.6,23.3,28.3,35.9,31.3,32.9,39.6,50.1,47.6,23.3,28.3,35.9,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240514088691F,GOLD - COMMODITY EXCHANGE INC.,2024-05-14T00:00:00.000,2024 Report Week 20,GOLD,088691,CMX ,NYC,088 ,GOLD,522952,277642,73146,59094,133583,365693,470319,497933,52633,25019,522952,277642,73146,59094,133583,365693,470319,497933,52633,25019,0,0,0,0,0,0,0,0,0,0,-6883,5498,569,-18997,8684,13528,-4815,-4900,-2068,-1983,100.0,53.1,14.0,11.3,25.5,69.9,89.9,95.2,10.1,4.8,100.0,53.1,14.0,11.3,25.5,69.9,89.9,95.2,10.1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,194,71,88,46,55,279,180,338,194,71,88,46,55,279,180,0,0,0,0,0,0,0,0,16.5,36.4,26.8,50.5,14.3,31.2,22.0,45.1,16.5,36.4,26.8,50.5,14.3,31.2,22.0,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240514088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-05-14T00:00:00.000,2024 Report Week 20,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,40598,16700,12611,7547,0,0,24247,20158,16351,20440,40598,16700,12611,7547,0,0,24247,20158,16351,20440,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100.0,41.1,31.1,18.6,0.0,0.0,59.7,49.7,40.3,50.3,100.0,41.1,31.1,18.6,0.0,0.0,59.7,49.7,40.3,50.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,12,9,9,0,0,17,13,21,12,9,9,0,0,17,13,0,0,0,0,0,0,0,0,35.7,39.9,53.2,47.1,23.4,27.1,37.9,30.4,35.7,39.9,53.2,47.1,23.4,27.1,37.9,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240507088691F,GOLD - COMMODITY EXCHANGE INC.,2024-05-07T00:00:00.000,2024 Report Week 19,GOLD,088691,CMX ,NYC,088 ,GOLD,529835,272144,72577,78091,124899,352165,475134,502833,54701,27002,529835,272144,72577,78091,124899,352165,475134,502833,54701,27002,0,0,0,0,0,0,0,0,0,0,10044,-6706,-2063,14349,-2026,-2258,5617,10028,4427,16,100.0,51.4,13.7,14.7,23.6,66.5,89.7,94.9,10.3,5.1,100.0,51.4,13.7,14.7,23.6,66.5,89.7,94.9,10.3,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,183,73,82,42,53,261,176,327,183,73,82,42,53,261,176,0,0,0,0,0,0,0,0,19.0,36.4,29.2,52.7,13.8,30.4,21.3,43.9,19.0,36.4,29.2,52.7,13.8,30.4,21.3,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240430088691F,GOLD - COMMODITY EXCHANGE INC.,2024-04-30T00:00:00.000,2024 Report Week 18,GOLD,088691,CMX ,NYC,088 ,GOLD,519791,278850,74640,63742,126925,354423,469517,492805,50274,26986,519791,278850,74640,63742,126925,354423,469517,492805,50274,26986,0,0,0,0,0,0,0,0,0,0,3542,-685,-2004,5025,-2158,-1532,2182,1489,1360,2053,100.0,53.6,14.4,12.3,24.4,68.2,90.3,94.8,9.7,5.2,100.0,53.6,14.4,12.3,24.4,68.2,90.3,94.8,9.7,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,189,66,89,42,56,261,184,326,189,66,89,42,56,261,184,0,0,0,0,0,0,0,0,18.3,36.0,28.6,51.8,14.2,30.1,22.0,44.2,18.3,36.0,28.6,51.8,14.2,30.1,22.0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240430088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-04-30T00:00:00.000,2024 Report Week 18,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,37555,13836,13754,4194,0,0,18030,17948,19525,19607,37555,13836,13754,4194,0,0,18030,17948,19525,19607,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100.0,36.8,36.6,11.2,0.0,0.0,48.0,47.8,52.0,52.2,100.0,36.8,36.6,11.2,0.0,0.0,48.0,47.8,52.0,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,13,8,6,0,0,15,12,21,13,8,6,0,0,15,12,0,0,0,0,0,0,0,0,29.6,38.4,41.8,46.6,22.0,31.8,32.5,36.6,29.6,38.4,41.8,46.6,22.0,31.8,32.5,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240423088691F,GOLD - COMMODITY EXCHANGE INC.,2024-04-23T00:00:00.000,2024 Report Week 17,GOLD,088691,CMX ,NYC,088 ,GOLD,516249,279535,76644,58717,129083,355955,467335,491316,48914,24933,516249,279535,76644,58717,129083,355955,467335,491316,48914,24933,0,0,0,0,0,0,0,0,0,0,-944,758,-210,3230,-3601,513,387,3533,-1331,-4477,100.0,54.1,14.8,11.4,25.0,69.0,90.5,95.2,9.5,4.8,100.0,54.1,14.8,11.4,25.0,69.0,90.5,95.2,9.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,188,68,84,45,57,260,187,334,188,68,84,45,57,260,187,0,0,0,0,0,0,0,0,18.3,36.6,28.4,52.4,13.7,30.7,21.8,45.0,18.3,36.6,28.4,52.4,13.7,30.7,21.8,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240416088691F,GOLD - COMMODITY EXCHANGE INC.,2024-04-16T00:00:00.000,2024 Report Week 16,GOLD,088691,CMX ,NYC,088 ,GOLD,517193,278777,76854,55487,132684,355442,466948,487783,50245,29410,517193,278777,76854,55487,132684,355442,466948,487783,50245,29410,0,0,0,0,0,0,0,0,0,0,11979,-1022,-526,9725,4590,2766,13293,11965,-1314,14,100.0,53.9,14.9,10.7,25.7,68.7,90.3,94.3,9.7,5.7,100.0,53.9,14.9,10.7,25.7,68.7,90.3,94.3,9.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,186,77,80,48,61,268,186,340,186,77,80,48,61,268,186,0,0,0,0,0,0,0,0,17.0,36.0,27.0,51.1,13.5,30.2,21.3,44.6,17.0,36.0,27.0,51.1,13.5,30.2,21.3,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240416088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-04-16T00:00:00.000,2024 Report Week 16,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,39775,18946,9275,5231,0,0,24177,14506,15598,25269,39775,18946,9275,5231,0,0,24177,14506,15598,25269,0,0,0,0,0,0,0,0,0,0,-330,-2010,-212,916,0,0,-1094,704,764,-1034,100.0,47.6,23.3,13.2,0.0,0.0,60.8,36.5,39.2,63.5,100.0,47.6,23.3,13.2,0.0,0.0,60.8,36.5,39.2,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,15,9,5,0,0,17,12,24,15,9,5,0,0,17,12,0,0,0,0,0,0,0,0,40.9,28.9,54.5,34.5,31.1,20.4,41.8,22.8,40.9,28.9,54.5,34.5,31.1,20.4,41.8,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240409088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-04-09T00:00:00.000,2024 Report Week 15,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,40105,20956,9487,4315,0,0,25271,13802,14834,26303,40105,20956,9487,4315,0,0,25271,13802,14834,26303,0,0,0,0,0,0,0,0,0,0,3993,903,386,1929,0,0,2832,2315,1161,1678,100.0,52.3,23.7,10.8,0.0,0.0,63.0,34.4,37.0,65.6,100.0,52.3,23.7,10.8,0.0,0.0,63.0,34.4,37.0,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,15,9,6,0,0,16,14,24,15,9,6,0,0,16,14,0,0,0,0,0,0,0,0,37.9,23.1,54.1,31.1,31.5,20.7,44.2,23.1,37.9,23.1,54.1,31.1,31.5,20.7,44.2,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240409088691F,GOLD - COMMODITY EXCHANGE INC.,2024-04-09T00:00:00.000,2024 Report Week 15,GOLD,088691,CMX ,NYC,088 ,GOLD,505214,279799,77380,45762,128094,352676,453655,475818,51559,29396,505214,279799,77380,45762,128094,352676,453655,475818,51559,29396,0,0,0,0,0,0,0,0,0,0,5169,-1600,3231,3161,980,-152,2541,6240,2628,-1071,100.0,55.4,15.3,9.1,25.4,69.8,89.8,94.2,10.2,5.8,100.0,55.4,15.3,9.1,25.4,69.8,89.8,94.2,10.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,177,80,81,46,62,258,191,335,177,80,81,46,62,258,191,0,0,0,0,0,0,0,0,16.7,36.0,27.0,51.5,13.6,30.6,22.5,45.5,16.7,36.0,27.0,51.5,13.6,30.6,22.5,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240402088691F,GOLD - COMMODITY EXCHANGE INC.,2024-04-02T00:00:00.000,2024 Report Week 14,GOLD,088691,CMX ,NYC,088 ,GOLD,500045,281399,74149,42601,127114,352828,451114,469578,48931,30467,500045,281399,74149,42601,127114,352828,451114,469578,48931,30467,0,0,0,0,0,0,0,0,0,0,-3597,15752,7796,-5616,-14660,-7286,-4524,-5106,927,1509,100.0,56.3,14.8,8.5,25.4,70.6,90.2,93.9,9.8,6.1,100.0,56.3,14.8,8.5,25.4,70.6,90.2,93.9,9.8,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,188,84,79,44,61,271,188,348,188,84,79,44,61,271,188,0,0,0,0,0,0,0,0,15.9,35.9,26.6,51.8,13.2,30.6,22.4,45.5,15.9,35.9,26.6,51.8,13.2,30.6,22.4,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240402088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-04-02T00:00:00.000,2024 Report Week 14,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,36112,20053,9101,2386,0,0,22439,11487,13673,24625,36112,20053,9101,2386,0,0,22439,11487,13673,24625,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100.0,55.5,25.2,6.6,0.0,0.0,62.1,31.8,37.9,68.2,100.0,55.5,25.2,6.6,0.0,0.0,62.1,31.8,37.9,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,16,10,5,0,0,17,14,26,16,10,5,0,0,17,14,0,0,0,0,0,0,0,0,30.1,25.7,47.9,29.1,29.7,21.4,44.3,24.1,30.1,25.7,47.9,29.1,29.7,21.4,44.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240326088691F,GOLD - COMMODITY EXCHANGE INC.,2024-03-26T00:00:00.000,2024 Report Week 13,GOLD,088691,CMX ,NYC,088 ,GOLD,503642,265647,66353,48217,141774,360114,455638,474684,48004,28958,503642,265647,66353,48217,141774,360114,455638,474684,48004,28958,0,0,0,0,0,0,0,0,0,0,-31405,-13085,-10777,-20865,3672,4482,-30278,-27160,-1127,-4245,100.0,52.7,13.2,9.6,28.1,71.5,90.5,94.3,9.5,5.7,100.0,52.7,13.2,9.6,28.1,71.5,90.5,94.3,9.5,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,186,69,80,51,61,270,179,332,186,69,80,51,61,270,179,0,0,0,0,0,0,0,0,14.9,36.8,25.6,52.8,12.6,31.4,21.4,45.1,14.9,36.8,25.6,52.8,12.6,31.4,21.4,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240319088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-03-19T00:00:00.000,2024 Report Week 12,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,39169,13100,8647,12043,0,0,25143,20690,14026,18479,39169,13100,8647,12043,0,0,25143,20690,14026,18479,0,0,0,0,0,0,0,0,0,0,1283,1023,1182,-80,0,0,943,1102,340,181,100.0,33.4,22.1,30.7,0.0,0.0,64.2,52.8,35.8,47.2,100.0,33.4,22.1,30.7,0.0,0.0,64.2,52.8,35.8,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,13,10,7,0,0,16,14,23,13,10,7,0,0,16,14,0,0,0,0,0,0,0,0,31.5,37.2,47.6,47.9,19.0,18.1,29.3,21.4,31.5,37.2,47.6,47.9,19.0,18.1,29.3,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240319088691F,GOLD - COMMODITY EXCHANGE INC.,2024-03-19T00:00:00.000,2024 Report Week 12,GOLD,088691,CMX ,NYC,088 ,GOLD,535047,278732,77130,69082,138102,355632,485916,501844,49131,33203,535047,278732,77130,69082,138102,355632,485916,501844,49131,33203,0,0,0,0,0,0,0,0,0,0,18990,-4330,-4330,13511,8670,7927,17851,17108,1139,1882,100.0,52.1,14.4,12.9,25.8,66.5,90.8,93.8,9.2,6.2,100.0,52.1,14.4,12.9,25.8,66.5,90.8,93.8,9.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,176,88,90,48,61,265,201,340,176,88,90,48,61,265,201,0,0,0,0,0,0,0,0,14.3,33.6,24.9,47.4,12.2,28.5,20.4,40.7,14.3,33.6,24.9,47.4,12.2,28.5,20.4,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240312088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-03-12T00:00:00.000,2024 Report Week 11,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,37886,12077,7465,12123,0,0,24200,19588,13686,18298,37886,12077,7465,12123,0,0,24200,19588,13686,18298,0,0,0,0,0,0,0,0,0,0,7900,1487,1252,6400,0,0,7887,7652,13,248,100.0,31.9,19.7,32.0,0.0,0.0,63.9,51.7,36.1,48.3,100.0,31.9,19.7,32.0,0.0,0.0,63.9,51.7,36.1,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,14,13,7,0,0,17,17,27,14,13,7,0,0,17,17,0,0,0,0,0,0,0,0,33.3,33.3,49.8,44.3,19.8,13.8,28.3,17.2,33.3,33.3,49.8,44.3,19.8,13.8,28.3,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240312088691F,GOLD - COMMODITY EXCHANGE INC.,2024-03-12T00:00:00.000,2024 Report Week 11,GOLD,088691,CMX ,NYC,088 ,GOLD,516057,283062,81460,55571,129432,347705,468065,484736,47992,31321,516057,283062,81460,55571,129432,347705,468065,484736,47992,31321,0,0,0,0,0,0,0,0,0,0,44441,18914,8605,-3092,25409,36890,41231,42403,3210,2038,100.0,54.9,15.8,10.8,25.1,67.4,90.7,93.9,9.3,6.1,100.0,54.9,15.8,10.8,25.1,67.4,90.7,93.9,9.3,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,184,85,84,42,59,262,195,342,184,85,84,42,59,262,195,0,0,0,0,0,0,0,0,14.4,33.5,24.1,48.0,12.3,28.2,20.8,41.0,14.4,33.5,24.1,48.0,12.3,28.2,20.8,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240305088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-03-05T00:00:00.000,2024 Report Week 10,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,29986,10590,6213,5723,0,0,16313,11936,13673,18050,29986,10590,6213,5723,0,0,16313,11936,13673,18050,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100.0,35.3,20.7,19.1,0.0,0.0,54.4,39.8,45.6,60.2,100.0,35.3,20.7,19.1,0.0,0.0,54.4,39.8,45.6,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,10,11,6,0,0,13,14,21,10,11,6,0,0,13,14,0,0,0,0,0,0,0,0,33.1,25.4,47.6,34.1,24.5,14.9,34.4,19.2,33.1,25.4,47.6,34.1,24.5,14.9,34.4,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
240305088691F,GOLD - COMMODITY EXCHANGE INC.,2024-03-05T00:00:00.000,2024 Report Week 10,GOLD,088691,CMX ,NYC,088 ,GOLD,471616,264148,72855,58663,104023,310815,426834,442333,44782,29283,471616,264148,72855,58663,104023,310815,426834,442333,44782,29283,0,0,0,0,0,0,0,0,0,0,60421,49200,-457,9791,-4409,44031,54582,53365,5839,7056,100.0,56.0,15.4,12.4,22.1,65.9,90.5,93.8,9.5,6.2,100.0,56.0,15.4,12.4,22.1,65.9,90.5,93.8,9.5,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,182,87,89,46,56,274,188,342,182,87,89,46,56,274,188,0,0,0,0,0,0,0,0,12.9,29.5,22.5,45.5,12.9,28.0,21.9,42.8,12.9,29.5,22.5,45.5,12.9,28.0,21.9,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly
